export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/math/math_45 /tmp/math_45_Ranking;cd /tmp/math_45_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Math/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/math_45_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/test-classes/:lib/commons-discovery-0.5.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/math_45_Ranking;

/************************/
Executed tests:   3074
Successful tests: 3073
Failed tests:     1

org.apache.commons.math.linear.OpenMapRealMatrixTest#testMath679
java.lang.AssertionError: Expected exception: org.apache.commons.math.exception.NumberIsTooLargeException
	at org.junit.internal.runners.statements.ExpectException.evaluate(ExpectException.java:32)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.math.util.OpenIntToDoubleHashMap:156 -> 0.1259881576697424 (ep: 62, ef: 1, np: 3011, nf: 0)
org.apache.commons.math.util.FastMath:2257 -> 0.0 (ep: 137, ef: 0, np: 2936, nf: 1)
org.apache.commons.math.util.FastMath:2258 -> 0.0 (ep: 137, ef: 0, np: 2936, nf: 1)
org.apache.commons.math.util.FastMath:2259 -> 0.0 (ep: 137, ef: 0, np: 2936, nf: 1)
org.apache.commons.math.util.FastMath:2261 -> 0.0 (ep: 137, ef: 0, np: 2936, nf: 1)
org.apache.commons.math.util.FastMath:2262 -> 0.0 (ep: 137, ef: 0, np: 2936, nf: 1)
org.apache.commons.math.util.FastMath:2270 -> 0.0 (ep: 137, ef: 0, np: 2936, nf: 1)
org.apache.commons.math.util.FastMath:2271 -> 0.0 (ep: 137, ef: 0, np: 2936, nf: 1)
org.apache.commons.math.util.FastMath:2272 -> 0.0 (ep: 137, ef: 0, np: 2936, nf: 1)
org.apache.commons.math.util.FastMath:2278 -> 0.0 (ep: 177, ef: 0, np: 2896, nf: 1)
org.apache.commons.math.util.FastMath:2280 -> 0.0 (ep: 158, ef: 0, np: 2915, nf: 1)
org.apache.commons.math.util.FastMath:2282 -> 0.0 (ep: 121, ef: 0, np: 2952, nf: 1)
org.apache.commons.math.util.FastMath:2284 -> 0.0 (ep: 115, ef: 0, np: 2958, nf: 1)
org.apache.commons.math.util.FastMath:2286 -> 0.0 (ep: 94, ef: 0, np: 2979, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:99 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:101 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:102 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:103 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:104 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:105 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:106 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:107 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:109 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:110 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.BitsStreamGenerator:113 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.random.RandomDataImpl:504 -> 0.0 (ep: 31, ef: 0, np: 3042, nf: 1)
org.apache.commons.math.random.RandomDataImpl:505 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.random.RandomDataImpl:507 -> 0.0 (ep: 31, ef: 0, np: 3042, nf: 1)
org.apache.commons.math.util.MathUtils:612 -> 0.0 (ep: 112, ef: 0, np: 2961, nf: 1)
org.apache.commons.math.util.MathUtils:681 -> 0.0 (ep: 202, ef: 0, np: 2871, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:73 -> 0.0 (ep: 85, ef: 0, np: 2988, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:76 -> 0.0 (ep: 84, ef: 0, np: 2989, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:77 -> 0.0 (ep: 84, ef: 0, np: 2989, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:207 -> 0.0 (ep: 86, ef: 0, np: 2987, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:246 -> 0.0 (ep: 87, ef: 0, np: 2986, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:249 -> 0.0 (ep: 86, ef: 0, np: 2987, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:252 -> 0.0 (ep: 85, ef: 0, np: 2988, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:254 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:255 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:258 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:261 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:262 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:263 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:265 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:266 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:267 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:270 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils:277 -> 0.0 (ep: 83, ef: 0, np: 2990, nf: 1)
org.apache.commons.math.util.FastMath:3450 -> 0.0 (ep: 286, ef: 0, np: 2787, nf: 1)
org.apache.commons.math.util.FastMath:3453 -> 0.0 (ep: 197, ef: 0, np: 2876, nf: 1)
org.apache.commons.math.util.FastMath:3454 -> 0.0 (ep: 197, ef: 0, np: 2876, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:128 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:129 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:131 -> 0.0 (ep: 19, ef: 0, np: 3054, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:132 -> 0.0 (ep: 19, ef: 0, np: 3054, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:134 -> 0.0 (ep: 19, ef: 0, np: 3054, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:138 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:153 -> 0.0 (ep: 16, ef: 0, np: 3057, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:156 -> 0.0 (ep: 16, ef: 0, np: 3057, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:159 -> 0.0 (ep: 15, ef: 0, np: 3058, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:172 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:185 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:198 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:199 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:200 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:202 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:204 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.FDistributionImpl:230 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution$1:85 -> 0.0 (ep: 81, ef: 0, np: 2992, nf: 1)
org.apache.commons.math.TestUtils:443 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:444 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:445 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:446 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:447 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:455 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:456 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:457 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:458 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:459 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:460 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:462 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.TestUtils:464 -> 0.0 (ep: 88, ef: 0, np: 2985, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution:76 -> 0.0 (ep: 86, ef: 0, np: 2987, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution:82 -> 0.0 (ep: 81, ef: 0, np: 2992, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution:90 -> 0.0 (ep: 81, ef: 0, np: 2992, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution:91 -> 0.0 (ep: 81, ef: 0, np: 2992, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution:92 -> 0.0 (ep: 81, ef: 0, np: 2992, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution:94 -> 0.0 (ep: 81, ef: 0, np: 2992, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution:111 -> 0.0 (ep: 81, ef: 0, np: 2992, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution:114 -> 0.0 (ep: 81, ef: 0, np: 2992, nf: 1)
org.apache.commons.math.distribution.AbstractContinuousDistribution:118 -> 0.0 (ep: 81, ef: 0, np: 2992, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:83 -> 0.0 (ep: 106, ef: 0, np: 2967, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:84 -> 0.0 (ep: 106, ef: 0, np: 2967, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:85 -> 0.0 (ep: 106, ef: 0, np: 2967, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:86 -> 0.0 (ep: 106, ef: 0, np: 2967, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:88 -> 0.0 (ep: 106, ef: 0, np: 2967, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:91 -> 0.0 (ep: 105, ef: 0, np: 2968, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:92 -> 0.0 (ep: 105, ef: 0, np: 2968, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:97 -> 0.0 (ep: 105, ef: 0, np: 2968, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:98 -> 0.0 (ep: 105, ef: 0, np: 2968, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:103 -> 0.0 (ep: 104, ef: 0, np: 2969, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:104 -> 0.0 (ep: 80, ef: 0, np: 2993, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:108 -> 0.0 (ep: 97, ef: 0, np: 2976, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:109 -> 0.0 (ep: 97, ef: 0, np: 2976, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:114 -> 0.0 (ep: 96, ef: 0, np: 2977, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:115 -> 0.0 (ep: 94, ef: 0, np: 2979, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:139 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:140 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:141 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:142 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:143 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:144 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:145 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:146 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:148 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:149 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:152 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:153 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:154 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:155 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:156 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:157 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:158 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:161 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:162 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:164 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:166 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:168 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:174 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:180 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:182 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:183 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:186 -> 0.0 (ep: 92, ef: 0, np: 2981, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:187 -> 0.0 (ep: 92, ef: 0, np: 2981, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:188 -> 0.0 (ep: 92, ef: 0, np: 2981, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:189 -> 0.0 (ep: 92, ef: 0, np: 2981, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:191 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:192 -> 0.0 (ep: 99, ef: 0, np: 2974, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:194 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:196 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:197 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:198 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:203 -> 0.0 (ep: 62, ef: 0, np: 3011, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:204 -> 0.0 (ep: 62, ef: 0, np: 3011, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:206 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:209 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:210 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:212 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:213 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:214 -> 0.0 (ep: 95, ef: 0, np: 2978, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:215 -> 0.0 (ep: 85, ef: 0, np: 2988, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:217 -> 0.0 (ep: 92, ef: 0, np: 2981, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:219 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:220 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:222 -> 0.0 (ep: 99, ef: 0, np: 2974, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:223 -> 0.0 (ep: 99, ef: 0, np: 2974, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:224 -> 0.0 (ep: 99, ef: 0, np: 2974, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:225 -> 0.0 (ep: 99, ef: 0, np: 2974, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:227 -> 0.0 (ep: 101, ef: 0, np: 2972, nf: 1)
org.apache.commons.math.random.RandomDataImpl:667 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.random.RandomDataImpl:1038 -> 0.0 (ep: 76, ef: 0, np: 2997, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:106 -> 0.0 (ep: 43, ef: 0, np: 3030, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:107 -> 0.0 (ep: 17, ef: 0, np: 3056, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:109 -> 0.0 (ep: 43, ef: 0, np: 3030, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:114 -> 0.0 (ep: 43, ef: 0, np: 3030, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:115 -> 0.0 (ep: 38, ef: 0, np: 3035, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:117 -> 0.0 (ep: 25, ef: 0, np: 3048, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:121 -> 0.0 (ep: 43, ef: 0, np: 3030, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:137 -> 0.0 (ep: 19, ef: 0, np: 3054, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:140 -> 0.0 (ep: 19, ef: 0, np: 3054, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:143 -> 0.0 (ep: 18, ef: 0, np: 3055, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:156 -> 0.0 (ep: 17, ef: 0, np: 3056, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:169 -> 0.0 (ep: 17, ef: 0, np: 3056, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:182 -> 0.0 (ep: 17, ef: 0, np: 3056, nf: 1)
org.apache.commons.math.distribution.TDistributionImpl:194 -> 0.0 (ep: 17, ef: 0, np: 3056, nf: 1)
org.apache.commons.math.analysis.solvers.BrentSolver:93 -> 0.0 (ep: 28, ef: 0, np: 3045, nf: 1)
org.apache.commons.math.random.RandomDataImpl:796 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.util.FastMath:1136 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.util.FastMath:1146 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.util.FastMath:1147 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.util.FastMath:1148 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.util.FastMath:1149 -> 0.0 (ep: 20, ef: 0, np: 3053, nf: 1)
org.apache.commons.math.util.FastMath:3457 -> 0.0 (ep: 35, ef: 0, np: 3038, nf: 1)
org.apache.commons.math.util.FastMath:3462 -> 0.0 (ep: 34, ef: 0, np: 3039, nf: 1)
org.apache.commons.math.util.FastMath:3463 -> 0.0 (ep: 34, ef: 0, np: 3039, nf: 1)
org.apache.commons.math.util.FastMath:3466 -> 0.0 (ep: 34, ef: 0, np: 3039, nf: 1)
org.apache.commons.math.distribution.GammaDistributionImpl:136 -> 0.0 (ep: 17, ef: 0, np: 3056, nf: 1)
org.apache.commons.math.distribution.GammaDistributionImpl:143 -> 0.0 (ep: 15, ef: 0, np: 3058, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:71 -> 0.0 (ep: 15, ef: 0, np: 3058, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:105 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:108 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:111 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:124 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:142 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:144 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:147 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:150 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:168 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:170 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:173 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:176 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.distribution.ChiSquaredDistributionImpl:188 -> 0.0 (ep: 13, ef: 0, np: 3060, nf: 1)
org.apache.commons.math.random.RandomDataImpl:653 -> 0.0 (ep: 10, ef: 0, np: 3063, nf: 1)
org.apache.commons.math.util.MathUtils:826 -> 0.0 (ep: 12, ef: 0, np: 3061, nf: 1)
org.apache.commons.math.util.MathUtils:830 -> 0.0 (ep: 12, ef: 0, np: 3061, nf: 1)
org.apache.commons.math.util.MathUtils:831 -> 0.0 (ep: 9, ef: 0, np: 3064, nf: 1)
org.apache.commons.math.util.MathUtils:833 -> 0.0 (ep: 11, ef: 0, np: 3062, nf: 1)
org.apache.commons.math.util.MathUtils:834 -> 0.0 (ep: 11, ef: 0, np: 3062, nf: 1)
org.apache.commons.math.util.MathUtils:835 -> 0.0 (ep: 11, ef: 0, np: 3062, nf: 1)
org.apache.commons.math.util.MathUtils:837 -> 0.0 (ep: 11, ef: 0, np: 3062, nf: 1)
org.apache.commons.math.util.FastMath:839 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.util.FastMath:840 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.util.FastMath:844 -> 0.0 (ep: 14, ef: 0, np: 3059, nf: 1)
org.apache.commons.math.util.FastMath:849 -> 0.0 (ep: 11, ef: 0, np: 3062, nf: 1)
org.apache.commons.math.util.FastMath:850 -> 0.0 (ep: 11, ef: 0, np: 3062, nf: 1)
org.apache.commons.math.util.FastMath:854 -> 0.0 (ep: 11, ef: 0, np: 3062, nf: 1)
org.apache.commons.math.util.FastMath:3327 -> 0.0 (ep: 78, ef: 0, np: 2995, nf: 1)
org.apache.commons.math.util.FastMath:3331 -> 0.0 (ep: 166, ef: 0, np: 2907, nf: 1)
org.apache.commons.math.util.FastMath:3353 -> 0.0 (ep: 33, ef: 0, np: 3040, nf: 1)
